X,region,Quarter,Price,QuarterEnding,pmt,principal,t_i,pti,min_inc,HAI
,EUREKA,2018-Q2,2.66E+05,4/1/2018,1103.661258,212800,305.9,1409.561258,56382.45034,0.33376654
,EXETER,2018-Q2,2.45E+05,4/1/2018,1016.530107,1.96E+05,281.75,1298.280107,51931.20426,0.471361004
,FAIR OAKS,2018-Q2,4.50E+05,4/1/2018,1867.096114,3.60E+05,517.5,2384.596114,95383.84456,0.452437305
,FAIRFIELD,2018-Q2,4.75E+05,4/1/2018,1970.823676,3.80E+05,546.25,2517.073676,100682.947,0.36971208
,FALLBROOK,2018-Q2,5.83E+05,4/1/2018,2418.926743,466400,670.45,3089.376743,123575.0697,0.181794628
,FELTON,2018-Q2,662500,4/1/2018,2748.78039,5.30E+05,761.875,3510.65539,140426.2156,0.227994556
,FOLSOM,2018-Q2,542500,4/1/2018,2250.888093,4.34E+05,623.875,2874.763093,114990.5237,0.514171635
,FONTANA,2018-Q2,407450,4/1/2018,1690.551804,325960,468.5675,2159.119304,86364.77215,0.412307615
,FORESTHILL,2018-Q2,4.54E+05,4/1/2018,1883.692524,363200,522.1,2405.792524,96231.70096,0.349892472
,FORTUNA,2018-Q2,2.95E+05,4/1/2018,1223.98523,2.36E+05,339.25,1563.23523,62529.40921,0.358187454
,FOUNTAIN VALLEY,2018-Q2,7.80E+05,4/1/2018,3236.299931,6.24E+05,897,4133.299931,165331.9972,0.20287437
,FREMONT,2018-Q2,1.18E+06,4/1/2018,4875.195409,9.40E+05,1351.25,6226.445409,249057.8163,0.165258814
,FRESNO,2018-Q2,2.55E+05,4/1/2018,1058.021131,2.04E+05,293.25,1351.271131,54050.84525,0.449050755
,FULLERTON,2018-Q2,626750,4/1/2018,2600.449977,501400,720.7625,3321.212477,132848.4991,0.248373741
,GALT,2018-Q2,3.75E+05,4/1/2018,1555.913428,3.00E+05,431.25,1987.163428,79486.53713,0.445984327
,GARDEN GROVE,2018-Q2,6.05E+05,4/1/2018,2510.206998,4.84E+05,695.75,3205.956998,128238.2799,0.175656356
,GARDENA,2018-Q2,5.39E+05,4/1/2018,2236.366234,431200,619.85,2856.216234,114248.6494,0.193933776
,GILROY,2018-Q2,7.75E+05,4/1/2018,3215.554419,6.20E+05,891.25,4106.804419,164272.1767,0.251626626
,GLENDALE,2018-Q2,9.30E+05,4/1/2018,3858.665302,7.44E+05,1069.5,4928.165302,197126.6121,0.111725196
,GLENDORA,2018-Q2,6.12E+05,4/1/2018,2539.250715,489600,703.8,3243.050715,129722.0286,0.306534514
,GOLD RIVER,2018-Q2,4.99E+05,4/1/2018,2070.402135,399200,573.85,2644.252135,105770.0854,0.582565373
,GOLETA,2018-Q2,8.15E+05,4/1/2018,3381.518518,6.52E+05,937.25,4318.768518,172750.7407,0.195236823
,GRANITE BAY,2018-Q2,7.93E+05,4/1/2018,3290.238263,634400,911.95,4202.188263,168087.5305,0.363030557
,GRASS VALLEY,2018-Q2,422500,4/1/2018,1752.995796,3.38E+05,485.875,2238.870796,89554.83184,0.180127685
,GROVER BEACH,2018-Q2,5.20E+05,4/1/2018,2157.533287,4.16E+05,598,2755.533287,110221.3315,0.241622777
,HACIENDA HEIGHTS,2018-Q2,660500,4/1/2018,2740.482185,528400,759.575,3500.057185,140002.2874,0.253390589
,HALF MOON BAY,2018-Q2,1.25E+06,4/1/2018,5186.378094,1.00E+06,1437.5,6623.878094,264955.1238,0.244912871
,HANFORD,2018-Q2,2.45E+05,4/1/2018,1016.530107,1.96E+05,281.75,1298.280107,51931.20426,0.542034971
,HAWTHORNE,2018-Q2,7.30E+05,4/1/2018,3028.844807,5.84E+05,839.5,3868.344807,154733.7923,0.082569442
,HAYWARD,2018-Q2,6.75E+05,4/1/2018,2800.644171,5.40E+05,776.25,3576.894171,143075.7668,0.213233281
,HEALDSBURG,2018-Q2,9.50E+05,4/1/2018,3941.647352,7.60E+05,1092.5,5034.147352,201365.8941,0.126777953
,HEMET,2018-Q2,263250,4/1/2018,1092.251227,210600,302.7375,1394.988727,55799.54907,0.329621099
,HERCULES,2018-Q2,6.05E+05,4/1/2018,2510.206998,4.84E+05,695.75,3205.956998,128238.2799,0.422872802
,HESPERIA,2018-Q2,2.76E+05,4/1/2018,1145.152283,220800,317.4,1462.552283,58502.09133,0.43426476
,HIDDEN VALLEY LAKE,2018-Q2,3.34E+05,4/1/2018,1385.800227,267200,384.1,1769.900227,70796.00907,0.482984339
,HIGHLAND,2018-Q2,3.30E+05,4/1/2018,1369.203817,2.64E+05,379.5,1748.703817,69948.15268,0.442626494
,HILLSBOROUGH,2018-Q2,4258667,4/1/2018,17669.64579,3406933.6,4897.46705,22567.11284,902684.5137,0
,HOLLISTER,2018-Q2,565800,4/1/2018,2347.562181,452640,650.67,2998.232181,119929.2872,0.280674862
,HUNTINGTON BEACH,2018-Q2,785888,4/1/2018,3260.729846,628710.4,903.7712,4164.501046,166580.0419,0.234808107
,IMPERIAL BEACH,2018-Q2,6.10E+05,4/1/2018,2530.95251,4.88E+05,701.5,3232.45251,129298.1004,0.091711456
,INDIAN WELLS,2018-Q2,735500,4/1/2018,3051.664871,588400,845.825,3897.489871,155899.5948,0.329745457
,INDIO,2018-Q2,320762.5,4/1/2018,1330.876483,256610,368.876875,1699.753358,67990.13431,0.414249958
,IRVINE,2018-Q2,8.59E+05,4/1/2018,3564.079026,687200,987.85,4551.929026,182077.1611,0.242915159
,JAMUL,2018-Q2,6.15E+05,4/1/2018,2551.698022,4.92E+05,707.25,3258.948022,130357.9209,0.525463511
,JOSHUA TREE,2018-Q2,193500,4/1/2018,802.851329,154800,222.525,1025.376329,41015.05316,0.538470399
,KELSEYVILLE,2018-Q2,3.00E+05,4/1/2018,1244.730743,2.40E+05,345,1589.730743,63589.22971,0.414246855
,KINGSBURG,2018-Q2,272500,4/1/2018,1130.630425,2.18E+05,313.375,1444.005425,57760.21698,0.541933887
,LA HABRA,2018-Q2,5.36E+05,4/1/2018,2223.918927,428800,616.4,2840.318927,113612.7571,0.280660866
,LA MESA,2018-Q2,5.44E+05,4/1/2018,2257.111747,435200,625.6,2882.711747,115308.4699,0.223200526
,LA MIRADA,2018-Q2,604500,4/1/2018,2508.132446,483600,695.175,3203.307446,128132.2979,0.313560776
,LA PUENTE,2018-Q2,4.70E+05,4/1/2018,1950.078163,3.76E+05,540.5,2490.578163,99623.12654,0.265507356
,LA QUINTA,2018-Q2,4.60E+05,4/1/2018,1908.587139,3.68E+05,529,2437.587139,97503.48555,0.434404387
,LA VERNE,2018-Q2,6.75E+05,4/1/2018,2800.644171,5.40E+05,776.25,3576.894171,143075.7668,0.253909367
,LADERA RANCH,2018-Q2,7.90E+05,4/1/2018,3277.790956,6.32E+05,908.5,4186.290956,167451.6382,0.457578276
,LAFAYETTE,2018-Q2,1600012,4/1/2018,6638.61375,1280009.6,1840.0138,8478.62755,339145.102,0.256306765
,LAGUNA BEACH,2018-Q2,1.80E+06,4/1/2018,7468.384456,1.44E+06,2070,9538.384456,381535.3782,0.199400948
,LAGUNA HILLS,2018-Q2,6.90E+05,4/1/2018,2862.880708,5.52E+05,793.5,3656.380708,146255.2283,0.33534586
,LAGUNA NIGUEL,2018-Q2,8.05E+05,4/1/2018,3340.027493,6.44E+05,925.75,4265.777493,170631.0997,0.302132442
,LAKE ARROWHEAD,2018-Q2,3.95E+05,4/1/2018,1638.895478,3.16E+05,454.25,2093.145478,83725.81911,0.433960441
,LAKE ELSINORE,2018-Q2,3.70E+05,4/1/2018,1535.167916,2.96E+05,425.5,1960.667916,78426.71664,0.416783701
,LAKE FOREST,2018-Q2,6.98E+05,4/1/2018,2896.073528,558400,802.7,3698.773528,147950.9411,0.314338861
,LAKESIDE,2018-Q2,5.24E+05,4/1/2018,2174.129697,419200,602.6,2776.729697,111069.1879,0.287136
,LAKEWOOD,2018-Q2,5.75E+05,4/1/2018,2385.733923,4.60E+05,661.25,3046.983923,121879.3569,0.310111609
,LANCASTER,2018-Q2,2.80E+05,4/1/2018,1161.748693,2.24E+05,322,1483.748693,59349.94773,0.446264321
,LATHROP,2018-Q2,399900,4/1/2018,1659.22608,319920,459.885,2119.11108,84764.4432,0.385682632
,LEMON GROVE,2018-Q2,4.60E+05,4/1/2018,1908.587139,3.68E+05,529,2437.587139,97503.48555,0.251859888
,LEMOORE,2018-Q2,2.39E+05,4/1/2018,991.6354916,191200,274.85,1266.485492,50659.41967,0.526201533
,LINCOLN,2018-Q2,4.65E+05,4/1/2018,1929.332651,3.72E+05,534.75,2464.082651,98563.30604,0.409339418
,LITTLEROCK,2018-Q2,282990,4/1/2018,1174.15451,226392,325.4385,1499.59301,59983.72038,0.498423455
,LIVERMORE,2018-Q2,8.10E+05,4/1/2018,3360.773005,6.48E+05,931.5,4292.273005,171690.9202,0.33514024
,LODI,2018-Q2,339500,4/1/2018,1408.62029,271600,390.425,1799.04529,71961.81162,0.371900178
,LOMPOC,2018-Q2,3.50E+05,4/1/2018,1452.185866,2.80E+05,402.5,1854.685866,74187.43466,0.339754614
,LONG BEACH,2018-Q2,5.65E+05,4/1/2018,2344.242899,4.52E+05,649.75,2993.992899,119759.7159,0.227313847
,LOOMIS,2018-Q2,6.60E+05,4/1/2018,2738.407634,5.28E+05,759,3497.407634,139896.3054,0.297978479
,LOS ALTOS,2018-Q2,4772500,4/1/2018,19801.59156,3.82E+06,5488.375,25289.96656,1011598.663,0
,LOS ANGELES,2018-Q2,6.10E+05,4/1/2018,2530.95251,4.88E+05,701.5,3232.45251,129298.1004,0.205070276
,LOS BANOS,2018-Q2,336990,4/1/2018,1398.206043,269592,387.5385,1785.744543,71429.78173,0.292625415
,LOS GATOS,2018-Q2,1.75E+06,4/1/2018,7260.929332,1.40E+06,2012.5,9273.429332,370937.1733,0.240172825
,LOS OSOS,2018-Q2,589950,4/1/2018,2447.763005,471960,678.4425,3126.205505,125048.2202,0.224295335
,MADERA,2018-Q2,2.50E+05,4/1/2018,1037.275619,2.00E+05,287.5,1324.775619,52991.02476,0.443548987
,MANHATTAN BEACH,2018-Q2,2.40E+06,4/1/2018,9957.845941,1.92E+06,2760,12717.84594,508713.8376,0
,MANTECA,2018-Q2,401500,4/1/2018,1665.864644,321200,461.725,2127.589644,85103.58576,0.390807094
,MARINA,2018-Q2,592500,4/1/2018,2458.343217,4.74E+05,681.375,3139.718217,125588.7287,0.158463776
,MARIPOSA,2018-Q2,3.10E+05,4/1/2018,1286.221767,2.48E+05,356.5,1642.721767,65708.8707,0.270732967
,MARTINEZ,2018-Q2,5.90E+05,4/1/2018,2447.970461,4.72E+05,678.5,3126.470461,125058.8184,0.344199745
,MARYSVILLE,2018-Q2,250950,4/1/2018,1041.217266,200760,288.5925,1329.809766,53192.39065,0.419544715
,MCKINLEYVILLE,2018-Q2,3.32E+05,4/1/2018,1377.502022,265600,381.8,1759.302022,70372.08087,0.387185156
,MENIFEE,2018-Q2,365500,4/1/2018,1516.496955,292400,420.325,1936.821955,77472.87819,0.400138415
,MENLO PARK,2018-Q2,2.45E+06,4/1/2018,10169.45017,1960800,2818.65,12988.10017,519524.0067,0
,MERCED,2018-Q2,257706.5,4/1/2018,1069.250677,206165.2,296.362475,1365.613152,54624.52608,0.384117639
,MILL VALLEY,2018-Q2,1.70E+06,4/1/2018,7036.877798,1356800,1950.4,8987.277798,359491.1119,0.256670345
,MILLBRAE,2018-Q2,1650043,4/1/2018,6846.197496,1320034.4,1897.54945,8743.746946,349749.8778,0.11335853
,MILPITAS,2018-Q2,1.14E+06,4/1/2018,4709.23131,9.08E+05,1305.25,6014.48131,240579.2524,0.162440459
,MISSION VIEJO,2018-Q2,7.20E+05,4/1/2018,2987.353782,5.76E+05,828,3815.353782,152614.1513,0.320213861
,MODESTO,2018-Q2,2.92E+05,4/1/2018,1211.537923,233600,335.8,1547.337923,61893.51691,0.472616336
,MONROVIA,2018-Q2,7.10E+05,4/1/2018,2945.862758,5.68E+05,816.5,3762.362758,150494.5103,0.187923319
,MONTCLAIR,2018-Q2,4.20E+05,4/1/2018,1742.62304,3.36E+05,483,2225.62304,89024.92159,0.262687264
,MONTEREY,2018-Q2,8.20E+05,4/1/2018,3402.26403,6.56E+05,943,4345.26403,173810.5612,0.156384217
,MONTEREY PARK,2018-Q2,5.84E+05,4/1/2018,2423.075846,467200,671.6,3094.675846,123787.0338,0.227338117
,MOORPARK,2018-Q2,699900,4/1/2018,2903.956823,559920,804.885,3708.841823,148353.6729,0.362345718
,MORAGA,2018-Q2,1120500,4/1/2018,4649.069324,896400,1288.575,5937.644324,237505.773,0.35278305
,MORENO VALLEY,2018-Q2,3.25E+05,4/1/2018,1348.458305,2.60E+05,373.75,1722.208305,68888.33218,0.441615199
,MORGAN HILL,2018-Q2,1.01E+06,4/1/2018,4169.847988,8.04E+05,1155.75,5325.597988,213023.9195,0.222946038
,MORRO BAY,2018-Q2,672500,4/1/2018,2790.271415,5.38E+05,773.375,3563.646415,142545.8566,0.119101908
,MOUNTAIN HOUSE,2018-Q2,6.30E+05,4/1/2018,2613.93456,5.04E+05,724.5,3338.43456,133537.3824,0.371196648
,MOUNTAIN VIEW,2018-Q2,1.69E+06,4/1/2018,7011.983184,1.35E+06,1943.5,8955.483184,358219.3273,0.169465527
,MURRIETA,2018-Q2,427903,4/1/2018,1775.413397,342322.4,492.08845,2267.501847,90700.07386,0.44824196
,NAPA,2018-Q2,7.00E+05,4/1/2018,2904.371733,5.60E+05,805,3709.371733,148374.8693,0.221260907
,NATIONAL CITY,2018-Q2,4.10E+05,4/1/2018,1701.132015,3.28E+05,471.5,2172.632015,86905.2806,0.226378384
,NEVADA CITY,2018-Q2,5.11E+05,4/1/2018,2120.191365,408800,587.65,2707.841365,108313.6546,0.198767978
,NEWARK,2018-Q2,972500,4/1/2018,4035.002157,7.78E+05,1118.375,5153.377157,206135.0863,0.140502079
,NEWMAN,2018-Q2,2.85E+05,4/1/2018,1182.494206,2.28E+05,327.75,1510.244206,60409.76822,0.47340289
,NEWPORT BEACH,2018-Q2,2.16E+06,4/1/2018,8962.061347,1.73E+06,2484,11446.06135,457842.4539,0.147442361
,NIPOMO,2018-Q2,5.75E+05,4/1/2018,2385.733923,4.60E+05,661.25,3046.983923,121879.3569,0.276972957
,NORCO,2018-Q2,601500,4/1/2018,2495.685139,481200,691.725,3187.410139,127496.4056,0.354012417
,NORTH HIGHLANDS,2018-Q2,2.55E+05,4/1/2018,1058.021131,2.04E+05,293.25,1351.271131,54050.84525,0.397434178
,NORTH TUSTIN,2018-Q2,1124500,4/1/2018,4665.665734,899600,1293.175,5958.840734,238353.6293,0.253318235
,NORWALK,2018-Q2,4.80E+05,4/1/2018,1991.569188,3.84E+05,552,2543.569188,101742.7675,0.27019469
,NOVATO,2018-Q2,8.70E+05,4/1/2018,3609.719154,6.96E+05,1000.5,4610.219154,184408.7661,0.209647312
,OAK HILLS,2018-Q2,385500,4/1/2018,1599.479004,308400,443.325,2042.804004,81712.16017,0.450435528
,OAKDALE,2018-Q2,392931.5,4/1/2018,1630.313059,314345.2,451.871225,2082.184284,83287.37137,0.376280115
,OAKHURST,2018-Q2,2.94E+05,4/1/2018,1219.836128,235200,338.1,1557.936128,62317.44511,0.384533709
,OAKLAND,2018-Q2,7.90E+05,4/1/2018,3277.790956,6.32E+05,908.5,4186.290956,167451.6382,0.176139346
,OAKLEY,2018-Q2,490500,4/1/2018,2035.134764,392400,564.075,2599.209764,103968.3906,0.4359474
,OCEANSIDE,2018-Q2,5.25E+05,4/1/2018,2178.2788,4.20E+05,603.75,2782.0288,111281.152,0.259598415
,OJAI,2018-Q2,7.65E+05,4/1/2018,3174.063394,6.12E+05,879.75,4053.813394,162152.5358,0.203621403
,OLIVEHURST,2018-Q2,2.18E+05,4/1/2018,904.5043397,174400,250.7,1155.20434,46208.17359,0.544006224
,ONTARIO,2018-Q2,4.20E+05,4/1/2018,1742.62304,3.36E+05,483,2225.62304,89024.92159,0.297171938
,ORANGE,2018-Q2,6.90E+05,4/1/2018,2862.880708,5.52E+05,793.5,3656.380708,146255.2283,0.239021703
,ORANGEVALE,2018-Q2,3.85E+05,4/1/2018,1597.404453,3.08E+05,442.75,2040.154453,81606.17812,0.508958794
,ORINDA,2018-Q2,1.57E+06,4/1/2018,6493.345374,1.25E+06,1799.75,8293.095374,331723.815,0.358894087
,OROVILLE,2018-Q2,2.00E+05,4/1/2018,829.8204951,1.60E+05,230,1059.820495,42392.8198,0.46505439
,OXNARD,2018-Q2,5.00E+05,4/1/2018,2074.551238,4.00E+05,575,2649.551238,105982.0495,0.289780073
,PACIFIC GROVE,2018-Q2,8.78E+05,4/1/2018,3642.911974,702400,1009.7,4652.611974,186104.4789,0.172203504
,PACIFICA,2018-Q2,1.11E+06,4/1/2018,4584.758235,8.84E+05,1270.75,5855.508235,234220.3294,0.157883576
,PALM DESERT,2018-Q2,3.50E+05,4/1/2018,1452.185866,2.80E+05,402.5,1854.685866,74187.43466,0.438498464
,PALM SPRINGS,2018-Q2,3.85E+05,4/1/2018,1597.404453,3.08E+05,442.75,2040.154453,81606.17812,0.334046928
,PALMDALE,2018-Q2,3.10E+05,4/1/2018,1286.221767,2.48E+05,356.5,1642.721767,65708.8707,0.450100276
,PALO ALTO,2018-Q2,3.18E+06,4/1/2018,13194.14587,2.54E+06,3657,16851.14587,674045.8349,0
,PALOS VERDES ESTATES,2018-Q2,1906500,4/1/2018,7910.26387,1525200,2192.475,10102.73887,404109.5548,0.298241804
,PARADISE,2018-Q2,254001,4/1/2018,1053.876178,203200.8,292.10115,1345.977328,53839.09312,0.494787577
,PASADENA,2018-Q2,8.87E+05,4/1/2018,3680.253896,709600,1020.05,4700.303896,188012.1558,0.18419778
,PATTERSON,2018-Q2,3.70E+05,4/1/2018,1535.167916,2.96E+05,425.5,1960.667916,78426.71664,0.368750223
,PENN VALLEY,2018-Q2,3.65E+05,4/1/2018,1514.422404,2.92E+05,419.75,1934.172404,77366.89614,0.370948625
,PERRIS,2018-Q2,314950,4/1/2018,1306.759825,251960,362.1925,1668.952325,66758.09299,0.399712238
,PETALUMA,2018-Q2,7.25E+05,4/1/2018,3008.099295,5.80E+05,833.75,3841.849295,153673.9718,0.239745629
,PHELAN,2018-Q2,2.70E+05,4/1/2018,1120.257668,2.16E+05,310.5,1430.757668,57230.30674,0.540890389
,PICO RIVERA,2018-Q2,4.75E+05,4/1/2018,1970.823676,3.80E+05,546.25,2517.073676,100682.947,0.25175311
,PINOLE,2018-Q2,6.15E+05,4/1/2018,2551.698022,4.92E+05,707.25,3258.948022,130357.9209,0.288292201
,PISMO BEACH,2018-Q2,9.30E+05,4/1/2018,3858.665302,7.44E+05,1069.5,4928.165302,197126.6121,0.132492374
,PITTSBURG,2018-Q2,4.65E+05,4/1/2018,1929.332651,3.72E+05,534.75,2464.082651,98563.30604,0.333458724
,PLACENTIA,2018-Q2,682500,4/1/2018,2831.76244,5.46E+05,784.875,3616.63744,144665.4976,0.260258038
,PLACERVILLE,2018-Q2,420375,4/1/2018,1744.178953,336300,483.43125,2227.610203,89104.40813,0.316932778
,PLEASANT HILL,2018-Q2,7.50E+05,4/1/2018,3111.826857,6.00E+05,862.5,3974.326857,158973.0743,0.265614526
,PLEASANTON,2018-Q2,1.20E+06,4/1/2018,4978.922971,9.60E+05,1380,6358.922971,254356.9188,0.241459722
,PLUMAS LAKE,2018-Q2,3.45E+05,4/1/2018,1431.440354,2.76E+05,396.75,1828.190354,73127.61416,0.623386676
,POLLOCK PINES,2018-Q2,3.15E+05,4/1/2018,1306.96728,2.52E+05,362.25,1669.21728,66768.69119,0.490967607
,POMONA,2018-Q2,4.20E+05,4/1/2018,1742.62304,3.36E+05,483,2225.62304,89024.92159,0.29665688
,PORTERVILLE,2018-Q2,2.05E+05,4/1/2018,850.5660075,1.64E+05,235.75,1086.316007,43452.6403,0.48642585
,POWAY,2018-Q2,7.25E+05,4/1/2018,3008.099295,5.80E+05,833.75,3841.849295,153673.9718,0.321574265
,RAMONA,2018-Q2,539500,4/1/2018,2238.440786,431600,620.425,2858.865786,114354.6314,0.284784064
,RANCHO CORDOVA,2018-Q2,356250,4/1/2018,1478.117757,2.85E+05,409.6875,1887.805257,75512.21028,0.414953941
,RANCHO CUCAMONGA,2018-Q2,5.15E+05,4/1/2018,2136.787775,4.12E+05,592.25,2729.037775,109161.511,0.378267345
,RANCHO MIRAGE,2018-Q2,5.20E+05,4/1/2018,2157.533287,4.16E+05,598,2755.533287,110221.3315,0.371142608
,RANCHO PALOS VERDES,2018-Q2,1322500,4/1/2018,5487.188024,1.06E+06,1520.875,7008.063024,280322.521,0.204769262
,RANCHO SANTA FE,2018-Q2,2273750,4/1/2018,9434.021754,1.82E+06,2614.8125,12048.83425,481953.3701,0.156298001
,RANCHO SANTA MARGARITA,2018-Q2,6.55E+05,4/1/2018,2717.662121,5.24E+05,753.25,3470.912121,138836.4849,0.408681043
,REDDING,2018-Q2,284500,4/1/2018,1180.419654,227600,327.175,1507.594654,60303.78617,0.427131618
,REDLANDS,2018-Q2,4.15E+05,4/1/2018,1721.877527,3.32E+05,477.25,2199.127527,87965.10109,0.430275698
,REDONDO BEACH,2018-Q2,1.19E+06,4/1/2018,4916.686433,9.48E+05,1362.75,6279.436433,251177.4573,0.150688253
,REDWOOD CITY,2018-Q2,1.56E+06,4/1/2018,6451.854349,1.24E+06,1788.25,8240.104349,329604.174,0.136849744
,REEDLEY,2018-Q2,252499.5,4/1/2018,1047.646301,201999.6,290.374425,1338.020726,53520.82902,0.467817653
,RIALTO,2018-Q2,3.45E+05,4/1/2018,1431.440354,2.76E+05,396.75,1828.190354,73127.61416,0.387659055
,RICHMOND,2018-Q2,539500,4/1/2018,2238.440786,431600,620.425,2858.865786,114354.6314,0.222474098
,RIO LINDA,2018-Q2,2.95E+05,4/1/2018,1223.98523,2.36E+05,339.25,1563.23523,62529.40921,0.47975157
,RIO VISTA,2018-Q2,3.65E+05,4/1/2018,1514.422404,2.92E+05,419.75,1934.172404,77366.89614,0.395472095
,RIPON,2018-Q2,5.15E+05,4/1/2018,2136.787775,4.12E+05,592.25,2729.037775,109161.511,0.419849297
,RIVERBANK,2018-Q2,3.25E+05,4/1/2018,1348.458305,2.60E+05,373.75,1722.208305,68888.33218,0.524340057
,RIVERSIDE,2018-Q2,4.05E+05,4/1/2018,1680.386503,3.24E+05,465.75,2146.136503,85845.4601,0.366807045
,ROCKLIN,2018-Q2,5.15E+05,4/1/2018,2136.787775,4.12E+05,592.25,2729.037775,109161.511,0.41929172
,ROHNERT PARK,2018-Q2,5.25E+05,4/1/2018,2178.2788,4.20E+05,603.75,2782.0288,111281.152,0.23556281
,ROSAMOND,2018-Q2,2.52E+05,4/1/2018,1045.573824,201600,289.8,1335.373824,53414.95295,0.578222202
,ROSEVILLE,2018-Q2,4.65E+05,4/1/2018,1929.332651,3.72E+05,534.75,2464.082651,98563.30604,0.445469044
,ROWLAND HEIGHTS,2018-Q2,6.28E+05,4/1/2018,2605.636355,502400,722.2,3327.836355,133113.4542,0.218535268
,RUNNING SPRINGS,2018-Q2,204900,4/1/2018,850.1510972,163920,235.635,1085.786097,43431.44389,0.692724504
,SACRAMENTO,2018-Q2,3.26E+05,4/1/2018,1352.607407,260800,374.9,1727.507407,69100.29628,0.434252575
,SALIDA,2018-Q2,3.40E+05,4/1/2018,1410.694842,2.72E+05,391,1801.694842,72067.79367,0.55256926
,SALINAS,2018-Q2,5.00E+05,4/1/2018,2074.551238,4.00E+05,575,2649.551238,105982.0495,0.209333632
,SAN ANSELMO,2018-Q2,1.36E+06,4/1/2018,5622.033854,1.08E+06,1558.25,7180.283854,287211.3542,0.193838554
,SAN BERNARDINO,2018-Q2,2.80E+05,4/1/2018,1161.748693,2.24E+05,322,1483.748693,59349.94773,0.342940358
,SAN BRUNO,2018-Q2,1091944,4/1/2018,4530.587554,873555.2,1255.7356,5786.323154,231452.9261,0.112696432
,SAN CARLOS,2018-Q2,2008888,4/1/2018,8335.082174,1607110.4,2310.2212,10645.30337,425812.135,0.1971296
,SAN CLEMENTE,2018-Q2,9.95E+05,4/1/2018,4128.356963,7.96E+05,1144.25,5272.606963,210904.2785,0.245684012
,SAN DIEGO,2018-Q2,6.20E+05,4/1/2018,2572.443535,4.96E+05,713,3285.443535,131417.7414,0.261423109
,SAN DIMAS,2018-Q2,599500,4/1/2018,2487.386934,479600,689.425,3176.811934,127072.4774,0.313375614
,SAN FRANCISCO,2018-Q2,1.39E+06,4/1/2018,5746.506929,1.11E+06,1592.75,7339.256929,293570.2771,0.162552913
,SAN GABRIEL,2018-Q2,7.30E+05,4/1/2018,3028.844807,5.84E+05,839.5,3868.344807,154733.7923,0.133674051
,SAN JACINTO,2018-Q2,285290,4/1/2018,1183.697445,228232,328.0835,1511.780945,60471.23781,0.414376055
,SAN JOSE,2018-Q2,1.13E+06,4/1/2018,4667.740285,9.00E+05,1293.75,5961.490285,238459.6114,0.157707507
,SAN JUAN CAPISTRANO,2018-Q2,8.64E+05,4/1/2018,3584.824539,691200,993.6,4578.424539,183136.9816,0.223377551
,SAN LEANDRO,2018-Q2,670500,4/1/2018,2781.97321,536400,771.075,3553.04821,142121.9284,0.204753871
,SAN LORENZO,2018-Q2,682290,4/1/2018,2830.891128,545832,784.6335,3615.524628,144620.9851,0.228185059
,SAN LUIS OBISPO,2018-Q2,741930,4/1/2018,3078.3436,593544,853.2195,3931.5631,157262.524,0.145400898
,SAN MARCOS,2018-Q2,6.39E+05,4/1/2018,2651.276482,511200,734.85,3386.126482,135445.0593,0.218664644
,SAN MATEO,2018-Q2,3.72E+05,4/1/2018,1543.466121,297600,427.8,1971.266121,78850.64484,0.649339225
,SAN PABLO,2018-Q2,1.10E+06,4/1/2018,4564.012723,8.80E+05,1265,5829.012723,233160.5089,0.015817424
,SAN RAFAEL,2018-Q2,1.10E+06,4/1/2018,4564.012723,8.80E+05,1265,5829.012723,233160.5089,0.16929179
,SAN RAMON,2018-Q2,1.08E+06,4/1/2018,4460.285161,8.60E+05,1236.25,5696.535161,227861.4064,0.294459467
,SANGER,2018-Q2,2.38E+05,4/1/2018,987.4863892,190400,273.7,1261.186389,50447.45557,0.49284322
,SANTA ANA,2018-Q2,507500,4/1/2018,2105.669506,4.06E+05,583.625,2689.294506,107571.7803,0.202211249
,SANTA BARBARA,2018-Q2,1.18E+06,4/1/2018,4895.940921,9.44E+05,1357,6252.940921,250117.6368,0.092971684
,SANTA CLARA,2018-Q2,1.39E+06,4/1/2018,5746.506929,1.11E+06,1592.75,7339.256929,293570.2771,0.136295344
,SANTA CLARITA,2018-Q2,4.99E+05,4/1/2018,2070.402135,399200,573.85,2644.252135,105770.0854,0.46317785
,SANTA CRUZ,2018-Q2,517500,4/1/2018,2147.160531,4.14E+05,595.125,2742.285531,109691.4212,0.283310159
,SANTA MARIA,2018-Q2,3.95E+05,4/1/2018,1638.895478,3.16E+05,454.25,2093.145478,83725.81911,0.340662649
,SANTA PAULA,2018-Q2,431250,4/1/2018,1789.300443,3.45E+05,495.9375,2285.237943,91409.5177,0.309060588
,SANTA ROSA,2018-Q2,6.10E+05,4/1/2018,2530.95251,4.88E+05,701.5,3232.45251,129298.1004,0.21241357
,SANTEE,2018-Q2,5.00E+05,4/1/2018,2074.551238,4.00E+05,575,2649.551238,105982.0495,0.383232984
,SARATOGA,2018-Q2,2.75E+06,4/1/2018,11410.03181,2.20E+06,3162.5,14572.53181,582901.2723,0
,SCOTTS VALLEY,2018-Q2,9.65E+05,4/1/2018,4003.883889,7.72E+05,1109.75,5113.633889,204545.3556,0.210382592
,SEAL BEACH,2018-Q2,9.90E+05,4/1/2018,4107.611451,7.92E+05,1138.5,5246.111451,209844.458,0.124299586
